Year,Life_expectancy ,infant_deaths,Alcohol,percentage_expenditure,Hepatitis B,Measles ,under_five_deaths ,Polio,Total_expenditure,Diphtheria ,Income_composition_of_resources,Schooling
2013,66.2,42,0.7,38.33793462,75,1010,55,76,2.16,75,0.54,9.1
2012,65.9,44,0.55,38.4279083,58,2175,58,87,2.22,84,0.533,9.1
2011,65.6,47,0.33,21.23698847,4,2046,61,9,1.87,84,0.526,9.1
2010,65.4,49,0.3,17.48293752,92,190,65,9,1.92,9,0.515,8.8
2009,65.2,52,0.28,11.05247903,91,329,69,9,2.5,9,0.504,8.5
2008,59.2,59,0.3,9.53048032,85,333,96,85,1.87,85,0.493,8.2
2007,64.5,58,0.26,0.5305728,85,1088,78,84,1.68,86,0.484,8.1
2006,64.2,61,0.28,4.632776304,75,760,83,82,1.78,82,0.474,8
2005,63.9,64,0.28,2.793843188,62,314,87,86,1.83,73,0.465,7.9
2004,63.5,66,0.44,4.15451614,39,1329,90,92,1.97,82,0.455,7.8
2003,63.2,69,0.4,3.824212472,8,830,93,86,1.97,78,0.445,7.7
2002,62.8,71,0.41,3.421880938,,736,96,84,2.5,79,0.435,7.6
2001,62.5,72,0.38,1.917164,,2519,98,77,1.8,73,0.427,7.6
2000,62.1,73,0.35,2.511437292,,845,100,88,1.84,82,0.417,7.5
2015,65.8,2,,0,92,212,3,92,,92,0.637,11.7
2014,65.9,2,0.01,751.3982719,88,477,3,88,8.93,88,0.632,11.7
2013,66.1,3,0.01,760.6550553,89,1028,3,89,8.53,89,0.625,11.6
2012,65.8,3,0.01,796.8734263,84,86,4,84,8.24,84,0.619,11.5
2011,64.3,3,7.84,7.896234931,82,79,4,85,8.78,82,0.612,11.5
2010,63,3,7.58,719.5535161,83,3138,4,83,7.89,83,0.604,11.4
2009,62.4,3,7.99,575.6748069,,4076,4,83,8.5,83,0.598,11.4
2008,61.7,3,6.28,59.55033546,,0,4,83,7.15,83,0.589,11.3
2007,60,3,5.12,62.11039296,,21,4,81,6.99,86,0.578,11.3
2006,57,3,4.94,459.1572399,,3,4,74,7.2,86,0.57,11.4
2005,55.1,3,4.89,457.7200522,,4,4,86,7.32,86,0.565,11.6
2004,54.7,3,4.8,368.2848258,,4,4,81,6.47,81,0.559,11.7
2003,55,3,5.28,294.6571552,,262,4,82,6.52,79,0.554,11.7
2002,55.7,3,5.09,203.7322893,,1278,4,78,6.17,77,0.556,11.8
2001,56.5,3,5.09,205.8078833,,416,4,79,6.18,78,0.556,11.7
2000,57.4,3,5.73,35.80978512,,469,4,8,6.11,79,0.559,11.5
2013,,0,0.01,15.60659587,87,0,0,87,4.65,87,,9.6
2015,69.2,17,,0,91,1599,21,9,,91,0.555,12.2
2014,69.6,18,0.01,8.523486403,92,1279,22,92,5.8,92,0.551,12.4
2013,69.3,19,0.27,80.15505125,92,1861,24,92,5.69,92,0.545,12.3
2012,68.9,20,0.26,80.58788376,9,3362,25,9,5.89,9,0.538,12.3
2011,68.4,22,0.27,112.1229028,92,2359,27,92,6.73,92,0.529,12
2010,68,23,0.24,84.62302524,82,190,30,83,6.43,82,0.515,11.1
2009,67.5,25,0.22,6.19357029,89,189,32,93,6.41,89,0.502,10.5
2008,67,27,0.21,70.27113179,82,2089,35,82,6.44,82,0.492,10.1
2007,66.6,29,0.2,52.22906505,82,1415,38,82,5.84,82,0.486,10
2006,66,31,0.2,45.87989927,69,2838,41,91,5.7,89,0.476,9.6
2005,65.4,33,0.2,4.259752532,41,5023,44,78,5.72,75,0.469,9.4
2004,64.7,35,0.21,31.93187316,27,12074,47,8,5.82,8,0.463,9.3
2003,64.3,38,0.2,2.79096532,2,13344,50,76,5.48,78,0.457,9.2
2002,63.1,40,0.19,23.18394594,,6749,54,72,5.6,72,0.447,8.6
2001,63.2,43,0.09,21.92813881,,10849,58,73,5.36,72,0.446,9
2000,62.5,46,0.08,17.9123368,,9397,62,74,5.43,74,0.439,8.9
2015,81.9,1,,0,94,7,1,95,,95,0.923,18.1
2014,81.7,1,0.01,1491.703605,92,140,1,96,1.9,96,0.923,18.1
2013,81.4,1,8.68,1475.030397,51,2632,1,97,11.4,97,0.922,18.1
2012,81.1,1,9.05,1162.656768,2,10,1,97,11.1,97,0.921,18.1
2011,81.1,1,8.96,1047.370244,2,51,1,97,1.53,97,0.911,17.2
2010,88,1,9.33,1035.621437,,15,1,97,1.48,97,0.906,17
2009,86,1,9.23,96.8585885,,15,1,97,1.29,97,0.906,16.9
2008,83,1,9.62,10873.40554,,109,1,97,9.57,97,0.905,16.8
2007,82,1,9.53,9689.732784,,10,1,97,9.36,97,0.899,16.6
2006,79.8,1,9.79,8344.010392,,1,1,96,9.36,96,0.893,16.5
2005,79.4,1,9.69,6577.508136,,4,1,96,9.6,96,0.888,16.4
2004,79.2,1,9.56,5170.130703,,11,1,98,8.52,98,0.885,16.5
2003,78.7,1,9.56,4472.6114,,4,1,98,8.46,98,0.881,16.5
2002,78.4,1,9.68,3455.197053,,3,1,97,8.34,97,0.882,16.9
2001,78.3,1,9.95,3054.515582,,0,1,97,7.79,97,0.878,16.7
2000,78.1,1,10.06,2944.640134,,1019,1,97,7.42,97,0.873,16.5
2015,81.6,0,8.7,0,92,10,0,92,,92,0.913,19.2
2014,81.5,0,9.07,1040.278436,93,280,0,93,11.3,93,0.91,19.2
2013,81.3,0,9.18,10019.0763,93,8,0,92,11.17,92,0.908,19.3
2012,81.1,0,9.2,924.5653683,93,68,0,93,11.53,93,0.904,19.5
2011,86,0,9.47,8342.405764,95,597,0,95,11.24,95,0.901,19.7
2010,89,0,9.62,6664.148708,9,43,0,93,11.2,93,0.899,20.3
2009,85,0,9.24,63.57705167,93,198,0,92,11.21,92,0.895,19.3
2008,81,0,9.49,6761.288966,9,0,0,89,1.7,89,0.894,19.5
2007,81,0,9.19,606.3106561,88,25,0,88,8.35,88,0.891,19.2
2006,79.9,0,9.34,496.2228007,87,20,0,89,8.65,89,0.888,19.1
2005,79.9,0,9.31,491.055852,87,20,0,89,8.25,89,0.886,18.9
2004,79.2,0,9.15,442.3774869,88,33,0,87,7.89,89,0.884,18.4
2003,79.1,0,8.91,3661.792922,89,66,0,86,7.71,9,0.881,18.2
2002,78.7,0,9.13,2892.257132,89,21,0,84,7.89,9,0.873,17.5
2001,78.5,0,8.75,2205.98595,9,65,0,82,7.58,9,0.868,17.4
2000,78.6,0,8.91,2143.021083,9,65,0,82,7.47,9,0.864,17.2
2015,74.8,2,,0,98,0,2,99,,98,0.642,11.7
2014,74.5,2,3.55,473.1238124,98,0,3,99,9.4,98,0.636,11.6
2013,73.9,2,3.58,366.4841804,98,0,3,99,8.43,98,0.63,11.5
2012,73.9,2,3.63,334.8174246,98,0,3,99,8.4,98,0.625,11.5
2011,74.5,3,3.39,321.6132593,98,0,3,99,6.39,98,0.62,11.5
2010,73.2,3,3.38,302.7045411,98,0,3,99,6.58,98,0.614,11.4
2009,73.2,3,3.36,292.753101,98,0,3,99,6.82,98,0.613,11.3
2008,72.5,3,3.64,275.064434,97,0,3,97,6.98,97,0.607,11.1
2007,72.5,3,3.83,253.0007812,93,0,4,93,6.91,93,0.601,11
2006,73,3,3.69,21.41123529,88,0,4,88,6.33,88,0.597,11
2005,71.2,3,3.7,218.5716179,86,0,4,87,6.11,86,0.592,11
2004,71,4,3.81,36.81621175,79,0,4,8,6.13,79,0.587,11
2003,76,4,3.77,2.542436908,86,0,5,86,6.12,86,0.583,11
2002,75,4,3.5,2.092343893,85,0,5,85,5.71,85,0.577,10.7
2001,73,4,3.51,22.35595448,87,0,5,89,5.26,87,0.57,10.4
2000,73,4,3.61,15.25518816,83,0,5,85,5.39,83,0.562,10.1
2015,61.8,49,,0,65,7693,87,65,,65,0.351,5.4
2014,61.4,49,0.01,3.304039899,68,1142,88,67,5.82,68,0.345,5.3
2013,69,49,0.01,31.50243237,67,1224,89,56,5.9,67,0.341,5.3
2012,63,49,0.01,29.75517982,71,272,90,71,6.11,71,0.331,5.1
2011,59.4,50,0.15,32.22493445,75,771,93,4,6.66,75,0.323,4.8
2010,58.2,50,0.12,5.883760536,7,372,95,75,6.36,7,0.312,4.5
2009,57.1,51,0.11,5.665405066,71,801,99,71,6.98,71,0.307,4.2
2008,56,52,0.12,40.37835666,,1317,102,68,6.76,67,0.298,4
2007,55.2,53,0.1,35.80929749,,282,106,57,6.94,57,0.293,3.8
2006,54.5,54,0.11,43.42193066,,59,110,52,7.39,51,0.286,3.7
2005,53.7,55,0.11,3.751715442,,2183,114,46,7.15,45,0.278,3.5
2004,52.9,56,0.11,20.86118432,,63057,118,45,6.61,43,0.27,3.1
2003,52.1,56,0.1,20.26876572,,54190,121,44,6.23,41,0.266,3
2002,51.4,57,0.1,17.58722718,,31584,124,43,6.55,39,0.261,2.9
2001,56,57,0.11,1.817829717,,61208,127,42,7.1,36,0.255,2.9
2000,50,58,0.1,13.35783844,,21319,128,41,6.1,34,0.253,2.8
2015,54.5,483,,0,49,12423,747,49,,49,0.525,10
2014,53.6,490,0.01,263.2111031,49,6855,759,49,3.67,49,0.521,10
2013,53.2,498,8.3,194.2032879,46,52852,773,46,3.7,46,0.514,9.8
2012,52.7,505,8.54,204.7186256,42,6447,788,42,3.3,42,0.507,9.7
2011,52.3,513,8.75,187.5733187,46,18843,802,48,3.69,48,0.5,9.6
2010,52,521,8.9,133.1230872,49,8491,817,54,3.47,54,0.492,9.5
2009,51.6,527,9.05,14.5676468,63,1272,832,66,4.24,63,0.487,9.3
2008,59,536,9.3,105.5910629,41,9960,848,6,4,53,0.481,9.2
2007,55,542,9.55,104.4746444,42,2613,863,54,4.47,42,0.477,9.1
2006,49.8,549,9.66,10.35779424,27,704,879,46,3.66,4,0.466,9
2005,49.2,556,9.71,6.416252787,18,110927,893,45,4.11,36,0.463,8.9
2004,48.5,563,9.76,57.22555815,,31521,907,43,4.33,33,0.445,8.5
2003,48.1,567,9.75,30.19550849,,141258,918,42,4.5,29,0,8.1
2002,47.7,571,9.61,17.137754,,42007,928,4,2.43,25,0,7.7
2001,47.4,574,9.58,15.830985,,168107,936,36,3.25,27,0,8
2000,47.1,576,9.23,22.48177606,,212183,943,31,2.84,29,0,7.6
2013,,0,0.01,0,99,0,0,99,7.2,99,,
2015,81.8,0,5.97,0,,14,0,95,,95,0.948,17.7
2014,81.6,0,6.06,177.6382878,,3,0,93,9.72,93,0.945,17.7
2013,81.5,0,6.21,234.782883,,8,0,94,9.39,94,0.942,17.5
2012,81.3,0,6.21,2094.19096,,4,0,95,9.16,95,0.941,17.6
2011,81.1,0,6.53,277.3550522,,39,0,94,9.14,94,0.939,17.6
2010,81,0,6.59,15268.06445,,3,0,93,9.26,93,0.936,17.4
2009,89,0,6.68,142.3749426,,2,0,94,9.49,94,0.936,17.4
2008,86,0,6.75,1707.130633,,4,0,94,8.4,94,0.936,17.6
2007,85,0,6.6,14829.41215,,0,0,93,8.58,93,0.934,17.6
2006,84,0,6.47,12829.25408,,0,0,94,8.43,94,0.931,17.5
2005,81,0,6.37,11792.53465,,0,0,91,8.89,91,0.929,17.6
2004,79.8,0,6.22,1009.825011,,7,0,92,9.44,92,0.924,17.5
2003,79.4,0,6.04,880.7380617,,8,0,92,9.85,92,0.918,17.1
2002,78.9,0,5.89,749.6823382,,5,0,93,9.62,93,0.916,17.1
2001,78.8,0,5.49,6356.827282,,4,0,91,8.65,91,0.917,17.5
2000,78.5,0,5.67,6191.211908,,0,0,91,8.27,9,0.911,17.1
2015,76.6,1,,0,99,0,1,99,,99,0.795,13.7
2014,76.4,1,0.4,166.1913728,99,0,1,99,3.55,99,0.796,13.7
2013,76.2,1,0.46,1154.893473,98,0,1,99,2.76,98,0.796,13.7
2012,76,1,0.51,1055.835493,98,13,1,99,2.52,98,0.797,13.7
2011,75.8,1,0.54,158.27708,99,5,1,99,2.49,99,0.797,13.6
2010,75.6,1,0.56,129.2260751,99,3,1,99,2.74,99,0.797,13.5
2009,75.4,1,0.56,1040.629462,98,19,1,96,2.83,98,0.782,12.4
2008,75.2,1,0.57,123.0966298,99,18,1,97,2.1,99,0.765,11.9
2007,74.9,1,0.57,88.45038011,99,24,1,97,2.43,99,0.753,11.5
2006,74.7,1,0.58,78.51141,99,13,1,98,2.31,98,0.748,11.6
2005,74.3,1,0.63,854.0115758,99,25,1,99,2.59,99,0.742,11.5
2004,74,1,0.61,70.46762486,99,18,1,99,2.98,99,0.734,11.5
2003,73.6,1,0.56,65.65631302,99,1,1,99,3.17,99,0.725,11.2
2002,73.3,1,0.54,585.9170945,99,5,1,99,3.18,99,0.716,11
2001,72.9,1,0.55,564.5425663,99,15,1,99,3.8,99,0.705,10.7
2000,72.6,1,0.38,62.86657508,99,15,1,99,3.7,99,0,10.4
2015,66.4,352,,0,72,386,433,72,,72,0.548,8.1
2014,66.2,359,0.01,62.29361092,72,1370,442,72,2.61,72,0.542,7.8
2013,66,365,0.04,60.18648815,72,8749,450,72,2.7,72,0.538,7.7
2012,65.7,369,0.04,59.65900139,72,8046,456,72,2.76,72,0.529,7.6
2011,65.5,371,0.04,57.87736282,74,4386,459,75,3.1,74,0.525,7.5
2010,65.1,372,0.04,0.66751505,82,4321,461,82,3.2,82,0.521,7.5
2009,64.8,371,0.03,0.697215581,78,863,460,7,2.94,71,0.514,7.3
2008,64.6,369,0.03,5.447133608,65,1129,460,7,3.26,62,0.513,7.3
2007,64.4,367,0.03,3.912744517,75,2801,459,75,3.35,75,0.505,6.7
2006,64.2,365,0.03,40.36829999,78,7641,458,77,3.4,78,0.501,6.5
2005,62.9,364,0.04,30.59320769,7,2981,459,78,2.91,77,0.487,6.1
2004,63.7,364,0.01,28.98323119,65,4248,461,65,2.56,65,0.474,5.6
2003,63.5,366,0.01,24.23455671,63,4740,466,69,2.61,67,0.465,5.6
2002,63.2,371,0.01,22.39387584,,3903,474,71,2.76,68,0.457,5.5
2001,63,377,0.01,1.766663097,,3849,483,68,2.61,65,0.45,5.4
2000,62.8,385,0.02,18.84534312,,2064,495,65,2.79,62,0.445,5.3
2013,,0,,344.6906308,99,0,0,99,9.27,99,0.779,14.2
2015,77.8,1,,0,73,0,1,72,,73,0.785,13
2014,77.6,1,6.74,1842.463782,8,0,1,8,8.3,8,0.78,13
2013,77.5,1,6.89,1694.467075,8,0,1,81,8.9,8,0.773,12.9
2012,77.2,1,6.95,201.7490628,85,0,1,87,7.25,85,0.765,12.8
2011,77.3,1,6.9,119.2124275,87,4,1,91,7.5,87,0.758,12.9
2010,76.5,1,6.94,1199.319976,94,0,2,95,8.5,94,0.756,12.8
2009,76.8,1,6.87,1092.155356,85,0,2,85,7.56,85,0.755,12.8
2008,76.5,1,6.74,956.8229765,86,0,2,86,6.75,86,0.75,12.8
2007,76.4,1,6.16,76.2508038,85,0,2,84,6.31,85,0.743,12.9
2006,76.2,1,5.72,631.1251711,88,0,2,98,7,88,0.744,12.9
2005,75.8,1,5.53,623.9100503,92,0,2,88,7.48,92,0.74,12.9
2004,75.8,1,5.69,527.60848,95,0,2,92,8.9,95,0.733,12.8
2003,75.5,1,5.52,58.45976019,98,0,2,95,7.6,98,0.728,12.8
2002,75.7,1,5.52,78.80940216,98,0,2,99,8.3,99,0.725,12.6
2001,75.5,2,5.43,7.320514461,98,0,2,95,7.72,99,0.721,12.4
2000,75.7,2,5.58,9.87102142,,0,2,99,7.76,98,0.716,12.1
2015,62.9,10,,0,67,38,12,74,,73,0.515,10
2014,62.7,10,0.01,208.2311603,67,2299,13,64,4.26,73,0.511,10
2013,62.4,10,0.01,25.70881695,73,12,13,8,4.78,79,0.506,10
2012,62.2,10,0.01,31.6357652,68,0,13,81,4.55,74,0.501,9.9
2011,62,10,0.88,23.40731286,66,0,13,69,4.94,72,0.494,9.9
2010,61.8,10,0.79,18.99961966,56,0,14,72,4.18,67,0.485,9.6
2009,61.6,11,0.82,20.53327531,66,0,14,79,4.36,73,0.477,9.2
2008,61.4,11,0.81,103.7277727,59,0,14,76,4.6,63,0.469,8.9
2007,61.1,11,0.71,85.7175381,61,0,14,72,4.4,71,0.461,8.6
2006,68,11,0.64,126.6142137,71,1,14,67,5.92,72,0.454,8.2
2005,64,11,0.84,12.05551997,63,1222,15,61,6.42,72,0.446,7.9
2004,59.9,11,0.58,158.001946,6,1385,15,59,8.39,62,0.439,7.6
2003,59.6,11,0.59,124.3789361,67,3863,14,62,6.79,68,0.433,7.2
2002,59.3,11,0.61,110.9803062,6,17620,14,54,7.69,61,0.428,6.9
2001,59.1,11,0.68,93.37278497,59,4023,14,52,6.68,55,0.422,6.6
2000,58.9,11,0.73,62.56273841,57,7135,14,51,3.98,59,0.418,6.2
2015,74,2,,0,93,0,3,89,,93,0.692,12.3
2014,73.9,3,0.01,561.7684701,87,0,3,83,9.81,87,0.688,12.3
2013,73.8,3,5.03,573.4346982,86,0,3,8,1.49,86,0.679,12.3
2012,73.6,3,5.36,441.8446244,87,0,3,83,1.33,87,0.679,12.3
2011,73.4,3,5.79,472.1932825,89,0,3,84,9.42,89,0.675,12.3
2010,73.2,3,5.65,359.9760397,89,0,3,85,9.1,89,0.664,12.4
2009,73,3,5.39,30.93519548,85,0,3,81,9.14,85,0.663,12.1
2008,72.7,3,6.14,34.73924576,87,0,4,85,7.6,89,0.654,11.9
2007,72.5,3,5.61,318.6201852,86,0,4,95,6.41,95,0.649,12
2006,72.3,3,5.61,26.18072382,92,0,4,98,6.43,98,0.648,12.1
2005,72.1,3,6.38,20.68037294,92,0,4,96,6.7,96,0.646,12.3
2004,71.9,3,6.2,20.60083027,9,0,4,92,5.78,92,0.639,12.1
2003,71.7,4,6.64,155.4233076,86,0,4,86,5.99,86,0.642,12.7
2002,71.5,4,5.66,152.8293973,,0,4,87,6.77,87,0.632,12.2
2001,71.2,4,6.66,233.8488603,,0,5,9,7.61,89,0.624,11.8
2000,79,4,6.78,273.5758769,,0,5,86,8.1,86,0.625,11.6
2015,75.5,8,,0,9,4,10,88,,9,0.737,13.4
2014,75.3,8,0.01,973.728675,88,0,10,78,5.47,88,0.735,13.4
2013,75.3,8,5.38,946.6521165,88,0,11,71,5.23,88,0.731,13.4
2012,74.9,9,5.14,885.9858185,95,0,11,94,5.18,95,0.725,13.4
2011,74.5,9,4.83,759.5380695,91,0,12,91,4.93,91,0.721,13.4
2010,73.7,10,4.72,69.43934508,93,0,12,92,5.3,93,0.708,13.3
2009,73.8,10,4.69,570.4532468,93,0,13,92,5.36,93,0.706,13.3
2008,73.9,11,4.85,58.4989742,93,1,14,93,4.73,93,0.7,13.2
2007,74,11,4.29,516.4037021,93,0,15,93,4.6,93,0.696,13.2
2006,74.2,12,4.22,448.7670462,94,0,15,94,4.47,94,0.693,13
2005,72.8,13,4.44,411.5645653,94,0,16,66,4.72,77,0.692,13
2004,72.2,14,4.27,356.9393805,92,0,18,81,4.56,86,0.685,12.8
2003,72.1,15,4.5,34.70333523,65,0,19,95,4.6,94,0.686,13.3
2002,72.6,16,4.03,40.53777863,,0,20,95,4.94,95,0.686,13.9
2001,72.4,17,4.22,302.5359058,,0,22,9,4.98,9,0.677,13.4
2000,71.4,18,4.59,297.5112337,,1,24,93,4.83,98,0.674,13.5
2015,68.5,52,,0,6,619,66,79,,6,0.679,11.7
2014,68.4,54,4.52,31.27232188,67,58848,68,77,4.71,67,0.676,11.7
2013,68.1,55,4.61,24.58973399,89,2920,69,84,4.56,89,0.671,11.7
2012,68.1,56,5.02,212.7418488,88,1536,71,88,4.46,88,0.666,11.6
2011,68,57,4.96,191.4949779,87,6538,72,87,4.29,87,0.669,11.5
2010,67.9,58,4.85,198.2563794,77,6368,74,78,4.37,79,0.662,11.4
2009,68,59,4.42,159.5348489,85,1469,76,86,4.41,87,0.661,11.7
2008,67.5,60,4.21,155.4767618,88,341,78,91,4.5,91,0.655,11.5
2007,67.5,62,4.19,137.327474,87,530,80,87,3.94,87,0.648,11.4
2006,67.3,63,4.08,121.3625467,77,9,82,88,3.95,88,0.646,11.5
2005,67,65,4.22,105.7306982,49,118,84,9,3.91,89,0.642,11.6
2004,67.3,66,4.45,13.39905105,48,3025,86,85,3.23,88,0.636,11.6
2003,67.2,67,4.44,0.901149288,52,10511,87,85,3.25,84,0.631,11.6
2002,66.8,68,4.42,0.09987219,42,7003,89,77,2.79,79,0.625,11.4
2001,66.8,68,4.54,69.0204245,45,7360,89,76,3,79,0.622,11.4
2000,66.8,69,4.73,11.69704463,7,7120,90,74,3.21,78,0.618,11.4
2015,77.5,2,,0,96,0,2,92,,98,0.852,16.4
2014,77.3,2,10.71,243.808475,96,0,2,94,6.35,98,0.85,16.4
2013,77.1,2,11.63,23.43533487,96,84,2,95,6.4,99,0.838,15.4
2012,76.8,2,10.81,230.040097,97,71,2,95,6.62,99,0.834,15.3
2011,76.7,2,10.93,250.0773782,98,0,2,96,6.7,99,0.829,15.4
2010,76.3,2,10.59,220.4916851,98,13,2,96,6.88,99,0.822,15.1
2009,75.7,2,10.7,1299.159757,98,115,3,96,7.12,99,0.818,15.1
2008,75.5,2,11.4,15.71474837,98,0,3,96,6.88,99,0.813,15
2007,75.3,2,10.9,14.3042452,98,40,3,99,6.28,99,0.808,15
2006,75.2,2,10.4,9.1455559,98,120,3,99,6.17,99,0.803,15
2005,75,2,9.5,79.41502672,98,13,3,99,6.2,99,0.797,14.8
2004,74.9,2,9.19,648.0743453,98,11,3,99,6.19,99,0.8,15.5
2003,74.7,3,9.06,542.0235,97,48,3,98,6.22,99,0.796,15.3
2002,74.5,3,8.02,516.0554391,98,34,3,98,6.32,99,0.79,15
2001,74.2,3,7.74,466.7383106,95,133,3,98,5.86,98,0.784,14.7
2000,73.7,3,8.4,412.4323974,99,77,4,98,5.5,98,0.777,14.6
2015,81.1,0,,0,98,8,0,98,,98,0.841,16.6
2014,89,0,9.88,271.2545531,98,0,0,98,9.5,98,0.837,16.8
2013,86,0,10,2698.01817,98,1,0,98,9.55,98,0.827,16.3
2012,83,0,11.96,331.457035,98,23,0,98,9.74,98,0.824,16.3
2011,82,0,11.92,3108.288623,97,2,0,97,1.7,97,0.818,16.2
2010,79.6,0,12.25,3119.349824,97,5,0,97,1.44,98,0.812,16
2009,79.3,0,12.03,337.1023516,96,3,0,96,1.42,96,0.809,16
2008,79,0,12.35,3652.869332,97,1,0,97,9.9,97,0.804,15.8
2007,78.7,0,12.57,333.3569124,97,0,0,96,9.62,97,0.797,15.4
2006,78.5,0,13.11,2884.020194,97,0,0,97,9.67,97,0.793,15.4
2005,77.7,0,13.33,2813.985285,94,7,1,93,9.98,93,0.79,15.4
2004,78,0,13.45,276.0999798,94,5,1,95,9.84,95,0.792,15.9
2003,77.3,0,14.21,2283.891796,94,8,1,96,9.54,99,0.789,15.8
2002,77.2,1,12,1904.00231,82,8,1,96,9.15,98,0.788,15.9
2001,76.9,1,12.22,1657.328352,7,0,1,96,9.1,97,0.782,15.7
2000,76.6,1,11.89,167.3280168,58,45,1,96,9.14,96,0.777,15.5
2015,78.2,0,,0,99,18,0,99,,99,0.855,13.4
2014,78.1,0,1.15,5063.513104,89,46,0,99,2.19,89,0.854,13.4
2013,77.9,0,1.2,515.0734795,97,73,0,99,2.15,97,0.843,13.4
2012,77.8,0,1.13,5163.32918,93,160,0,93,2.16,92,0.837,13.4
2011,77.5,0,1.16,4409.17067,93,101,0,92,1.93,93,0.827,12.4
2010,77.3,0,1.16,37.76848819,97,295,0,98,2.9,97,0.825,12
2009,77,0,1.11,3688.694288,99,112,0,98,2.63,99,0.828,11.8
2008,76.8,0,1.37,5484.143308,97,0,0,98,1.87,97,0.825,11.7
2007,76.7,0,1.24,44.18506273,94,361,0,97,2.31,94,0.83,12.6
2006,76.6,0,1.28,448.5952989,96,144,0,95,2.58,96,0.835,13.7
2005,76.6,0,1.18,4582.476081,97,74,0,98,3.1,97,0.83,13.7
2004,76.6,0,1.11,4064.743869,97,29,0,95,3.61,96,0.826,13.5
2003,76.5,0,1,4049.972347,93,24,0,93,4.14,92,0.815,12.8
2002,76.4,0,0.87,188.6782945,98,34,0,96,2.71,96,0.807,12.2
2001,76.3,0,0.76,170.0494537,93,23,0,93,2.56,93,0.809,12.6
2000,76.2,0,0.5,1559.287158,89,46,0,91,2.18,8,0.808,13
2015,82.3,1,,0,98,7,2,98,,98,,
2014,82,1,0.01,0,99,442,2,99,7.37,99,,
2013,81.7,1,9.33,0,99,107,2,99,7.2,99,,
2012,81.2,1,9.56,0,99,2,2,99,7.1,99,,
2011,81.1,2,9.34,0,99,42,2,98,6.83,99,,
2010,87,2,9.23,0,94,114,2,95,6.79,94,,
2009,86,2,8.97,0,94,17,2,95,6.66,94,,
2008,83,2,9.31,0,94,2,2,92,6.16,94,,
2007,79.8,2,9.05,0,91,194,2,91,5.99,91,,
2006,79.4,2,8.83,0,99,28,2,98,5.76,98,,
2005,78.7,2,9.03,0,99,7,3,96,5.33,96,,
2004,78.2,3,9.18,0,92,11,3,9,4.96,88,,
2003,77.6,3,9.66,0,91,33,3,94,4.93,97,,
2002,77.1,3,9.55,0,92,62,4,99,4.61,97,,
2001,76.7,3,11.45,0,89,23060,4,99,4.76,97,,
2000,76,4,10.33,0,93,32647,4,99,4.23,97,,
2015,72.1,1,,0,88,0,1,88,,87,,
2014,71.8,1,9.99,0,92,2,1,92,1.32,9,,
2013,71.7,1,10.49,0,91,27,1,92,1.5,9,,
2012,79,1,10.68,0,94,11,1,92,11.87,92,,
2011,77,1,9.45,0,96,0,1,96,1.61,93,,
2010,68.8,1,8.25,0,98,0,1,97,12.8,9,,
2009,69,1,8.45,0,89,0,1,87,12.49,85,,
2008,68.9,1,9.07,0,97,0,1,96,11.41,9,,
2007,68.3,1,9.66,0,95,10,1,93,1.88,92,,
2006,68,1,8.36,0,98,34,1,98,1.63,97,,
2005,67.3,1,10.78,0,99,6,1,99,9.15,98,,
2004,68,1,12.27,0,99,4,1,98,8.49,98,,
2003,67.6,1,8.15,0,99,87,1,98,8.24,98,,
2002,67.5,1,6.71,0,99,4929,1,98,8.31,97,,
2001,67.6,1,10.98,0,94,457,1,98,7,97,,
2000,67.1,1,9.89,0,92,687,2,97,6.65,95,,
2015,75,2,,0,9,4,2,89,,89,0.798,14.7
2014,74.8,2,0.01,1.576409172,94,59,2,94,5.57,94,0.797,14.7
2013,74.6,2,9.59,1230.748231,96,1159,2,88,5.6,92,0.794,14.7
2012,74.4,2,9.58,1078.358105,96,7450,2,92,5.48,91,0.797,15.3
2011,74.3,2,9.1,10.32588862,96,4189,2,89,5.53,89,0.798,15.7
2010,73.4,2,9,983.2518091,98,193,2,94,5.83,94,0.797,15.8
2009,73.1,2,10.4,14.96373588,95,8,3,95,5.56,95,0.795,15.4
2008,73.1,2,11.9,128.0805702,97,12,3,95,5.33,96,0.78,14.7
2007,72.9,3,10.6,919.1673438,99,353,3,96,5.21,96,0.766,14.1
2006,72.5,3,8.51,665.6427546,99,3196,4,97,5.6,97,0.755,13.7
2005,71.9,3,7.68,615.4030781,98,5043,4,97,5.47,97,0.745,13.4
2004,71.7,4,9.82,431.3250367,99,117,4,97,5.43,97,0.733,12.9
2003,71.1,4,8.78,375.1740323,98,9,4,97,5.3,97,0.722,12.5
2002,77,4,9.62,37.82275031,99,14,5,98,4.57,98,0.714,12
2001,78,4,9.78,180.1095132,98,10,5,99,4.36,99,0.708,11.7
2000,77,4,10.16,152.6368899,98,35,5,99,4.33,99,0.703,11.5
2015,75,13,,0,97,843,15,97,,97,0.805,15
2014,73,13,10.12,1340.553699,97,4711,15,97,7.7,97,0.803,14.9
2013,70,14,10.58,1529.497771,97,2339,16,98,7.9,97,0.799,14.6
2012,69.6,14,10.99,178.8225911,97,2123,16,98,6.88,97,0.792,14.3
2011,69.4,14,11.04,184.764931,97,629,17,97,6.61,97,0.785,14
